name,addr:city,addr:street,website,opening_hours,fhrs:rating,@lat,@lon,@user
The Salisbury,,Saint Martin's Lane,,Mo-We 11:00-23:00;Th 11:00-23:30;Fr 11:00-24:00;Sa 12:00-24:00;Su 12:00-22:30,,51.5109277,-0.1272057,Paul The Archivist
The Angel,,,,,,51.5154806,-0.1278165,Firefishy_repair
Sun and 13 Cantons,London,Great Pulteney Street,https://www.sunand13cantons.co.uk/,,,51.5126594,-0.136571,b-jazz-bot
Duke of Argylle,London,Brewer Street,,,,51.5118586,-0.1346806,Mikhail1412
The Blue Posts,,,,,3,51.5138374,-0.1349786,will_p2
The Cambridge,,,,,,51.5135648,-0.1295088,Tom Morris
The Spice of Life,,Moor Street,https://www.spiceoflifesoho.com/,,,51.5133929,-0.129824,Edward
Admiral Duncan,,Old Compton Street,,,,51.5129204,-0.1322779,᚛ᚏᚒᚐᚔᚏᚔᚋ᚜ 🏳️‍🌈
Duke of Wellington,London,Wardour Street,,Mo-We 12:00-23:00;Th-Sa 12:00-24:00;Su 12:00-22:30,4,51.5123174,-0.1331259,RulesForEverybody
The Ship,London,Wardour Street,,Mo-Fr 12:00-23:00  Sa 13:00-23:00,,51.5140538,-0.1341887,Konstantina Sermpini
Mr. Fogg's Tavern,London,Saint Martin's Lane,,,,51.5109856,-0.1268285,Paul The Archivist
Garrick Arms,London,Charing Cross Road,,,2,51.5103573,-0.1280516,will_p2
The White Lion,London,James Street,,,,51.5127876,-0.1238796,wheelmap_visitor
The Crown,London,Monmouth Street,,,,51.5139401,-0.1268389,Paul The Archivist
The Porcupine,,,,,,51.5117901,-0.1281392,Tom Morris
The Long Acre,London,Upper Saint Martin's Lane,https://www.thelongacre.co.uk/,,,51.5120142,-0.1272851,confusedbuffalo
The Round House,London,Garrick Street,,,,51.511276,-0.1255202,antoineg
The Finery,London,Great Castle Street,,,5,51.5159298,-0.1429719,wheelmap_visitor
The Phoenix,,,,,,51.516091,-0.1436071,Math1985
The Two Brewers,,Monmouth Street,,,,51.5133571,-0.12728,Paul The Archivist
The Bear & Staff,,,,,,51.510845,-0.128626,Lidistan
The Lyric,,Great Windmill Street,http://www.lyricsoho.co.uk,,,51.5113086,-0.1343661,Mikhail1412
The Shaston Arms,London,Ganton Street,https://www.shastonarms.co.uk/,,5,51.5134393,-0.1382438,CjMalone
Shakespeare's Head,,Great Marlborough Street,http://www.taylor-walker.co.uk/pub/shakespeares-head-soho/c3053/,,,51.5136863,-0.1395439,Mikhail1412
The Clachan,,Kingly Street,https://www.nicholsonspubs.co.uk/theclachankinglystreetlondon/,,,51.5135295,-0.1402203,b-jazz-bot
White Horse,,Newburgh Street,https://www.nicholsonspubs.co.uk/thewhitehorsecarnabystreetlondon/,,,51.5133925,-0.1386614,wheelmap_visitor
The Blue Posts,,,http://traditionalpubslondon.co.uk/blueposts/index.php,,,51.5128958,-0.1394367,Mikhail1412
The Old Coffee House,,Beak Street,,,,51.5126002,-0.1373776,Mikhail1412
The John Snow,London,Broadwick Street,,,,51.5132778,-0.1365935,Captain Oates
Star & Garter,,Poland Street,,,,51.5136265,-0.1365676,Paul The Archivist
The George,,D'Arblay Street,https://www.shepherdneame.co.uk/pubs/soho/george,,,51.5149308,-0.1352685,b-jazz-bot
The White Hart,,,,,,51.5161777,-0.12407,Paul The Archivist
Pillars of Hercules,London,Greek Street,,,,51.5146064,-0.1310265,Mikhail1412
The Montagu Pyke,,,http://www.jdwetherspoon.co.uk/home/pubs/the-montagu-pyke,,,51.513976,-0.1301612,cfogel
The Coach and Horses,London,Greek Street,coachandhorsessoho.co.uk,,1,51.5132642,-0.1301081,MacLondon
The Dog and Duck,,,,,,51.513991,-0.1319208,Mikhail1412
Crown & 2 Chairmen,,,,,,51.5138568,-0.1324312,Mikhail1412
French House,,,http://www.frenchhousesoho.com/,,,51.5127388,-0.1317137,Edward
Nellie Dean of Soho,,Dean Street,http://www.nelliedeansoho.co.uk/,,,51.5148514,-0.1334312,Mikhail1412
The Toucan,London,Carlisle Street,,,3,51.5151217,-0.133138,will_p2
Waxy O'Connor's,,Rupert Street,http://www.waxyoconnors.co.uk/london/,,,51.5108325,-0.1321085,MacLondon
The Goat Tavern,,Stafford Street,https://www.greeneking-pubs.co.uk/pubs/greater-london/goat-tavern-mayfair/,,,51.5088319,-0.1412627,Mikhail1412
Brewdog,,Shaftesbury Avenue,http://www.apeandbird.com/,Mo-Sa 12:00-23:30; Su 12:00-22:30,,51.5133701,-0.1285852,MacLondon
King's Arms,,Poland Street,https://www.kingsarms-soho.co.uk/london,,,51.5151572,-0.1371827,MacLondon
Coach and Horses,,,,,,51.5149384,-0.1373567,Paul The Archivist
Glasshouse Stores,,Brewer Street,,,,51.5114868,-0.1353458,Mikhail1412
The Harp,London,Chandos Place,https://www.harpcoventgarden.com/,,,51.5097129,-0.1259123,b-jazz-bot
The Marquis,London,Chandos Place,,,,51.5097775,-0.125655,will_p2
Golden Lion,,Dean Street,,,,51.5125397,-0.1315277,Mikhail1412
The Sun,London,Drury Lane,,,,51.5152254,-0.1232227,Paul The Archivist
The Lamb and Flag,London,Rose Street,http://lambandflagcoventgarden.co.uk,Mo-Sa 11:00-23:00; Su 12:00-22:30,,51.5117476,-0.1256233,antoineg
St James Tavern,,Great Windmill Street,https://www.craft-pubs.co.uk/stjamestavern,,,51.5109004,-0.1341154,confusedbuffalo
The Queen's Head,,,https://www.queensheadpiccadilly.com/,,,51.5108129,-0.1353585,b-jazz-bot
,,Brewer Street,,,,51.5111932,-0.1363074,Mikhail1412
The Red Lion,,Kingly Street,,,,51.5126815,-0.1391446,wheelmap_visitor
The Mason Arms,,Maddox Street,https://www.greeneking-pubs.co.uk/pubs/greater-london/masons-arms-mayfair/,,,51.5128542,-0.142597,MacLondon
The Burlington Arms,,Old Burlington Street,http://www.burlingtonarms.com/,,,51.5113665,-0.1417633,Mikhail1412
